Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC,English_Name
sp,16690,Leucosticte nemoricola,02.06.2008,,Leucosticte nemoricola,34271,Plain Mountain Finch
sp,16700,Leucosticte brandti,02.06.2008,,Leucosticte brandti,34274,Brandt's Mountain Finch
sp,16710,Leucosticte arctoa,02.06.2008,,Leucosticte arctoa,34283,Asian Rosy Finch
sp,16720,Leucosticte tephrocotis,02.06.2008,,Leucosticte tephrocotis,34289,Grey-crowned Rosy Finch
sp,16730,Rhodopechys sanguineus,07.11.2024,,Rhodopechys sanguinea,34254,Crimson-winged Finch
sp,16740,Rhodospiza obsoleta,02.06.2008,,Rhodospiza obsoleta,34489,Desert Finch
sp,16750,Bucanetes mongolicus,02.06.2008,,Bucanetes mongolicus,34263,Mongolian Finch
sp,16760,Bucanetes githagineus,02.06.2008,,Bucanetes githagineus,34258,Trumpeter Finch
sp,16770,Agraphospiza rubescens,02.06.2008,,Carpodacus rubescens,34264,Blanford's Rosefinch
sp,16780,Procarduelis nipalensis,02.06.2008,,Carpodacus nipalensis,34267,Dark-breasted Rosefinch
sp,16790,Carpodacus erythrinus,02.06.2008,,Carpodacus erythrinus,34302,Common Rosefinch
sp,16800,Haemorhous purpureus,02.06.2008,,Carpodacus purpureus,34443,Purple Finch
sp,16810,Haemorhous cassinii,02.06.2008,,Carpodacus cassinii,34446,Cassin's Finch
sp,16820,Haemorhous mexicanus,02.06.2008,,Carpodacus mexicanus,34447,House Finch
sp,16830,Carpodacus pulcherrimus,07.11.2024,Exludes Carpodacus davidianus,Carpodacus pulcherrimus,34323,Himalayan Beautiful Rosefinch
ssp,16840,Carpodacus waltoni eos,02.06.2008,,Carpodacus eos,34331,NA
sp,16841,Carpodacus waltoni,07.11.2024,,,34328,Pink-rumped Rosefinch
sp,16850,Carpodacus rodochroa,02.06.2008,,Carpodacus rhodochrous,34332,Pink-browed Rosefinch
sp,16860,Carpodacus vinaceus,07.11.2024,Excludes Carpodacus formosanus,Carpodacus vinaceus,34340,Vinaceous Rosefinch
sp,16870,Carpodacus edwardsii,02.06.2008,,Carpodacus edwardsii,34333,Dark-rumped Rosefinch
sp,16880,Carpodacus synoicus,07.11.2024,Excludes Carpodacus stoliczkae,Carpodacus synoicus,34344,Sinai Rosefinch
sp,16890,Carpodacus roseus,02.06.2008,,Carpodacus roseus,34359,Pallas's Rosefinch
sp,16900,Carpodacus trifasciatus,02.06.2008,,Carpodacus trifasciatus,34362,Three-banded Rosefinch
sp,16910,Carpodacus rodopeplus,07.11.2024,Excludes Carpodacus verreauxii,Carpodacus rhodopeplus,34336,Spot-winged Rosefinch
sp,16920,Carpodacus thura,07.11.2024,Exludes Carpodacus dubius,Carpodacus thura,34363,Himalayan White-browed Rosefinch
sp,16930,Carpodacus rhodochlamys,02.06.2008,,Carpodacus rhodochlamys,34320,Red-mantled Rosefinch
sp,16940,Carpodacus grandis,02.06.2008,,Carpodacus grandis,34318,Blyth's Rosefinch
sp,16950,Carpodacus rubicilloides,02.06.2008,,Carpodacus rubicilloides,34310,Streaked Rosefinch
sp,16960,Carpodacus rubicilla,02.06.2008,,Carpodacus rubicilla,34313,Great Rosefinch
sp,16970,Carpodacus puniceus,02.06.2008,,Carpodacus puniceus,34370,Red-fronted Rosefinch
sp,16980,Carpodacus roborowskii,02.06.2008,,Kozlowia roborowskii,34350,Tibetan Rosefinch
sp,16990,Pinicola enucleator,02.06.2008,,Pinicola enucleator,34210,Pine Grosbeak
sp,17000,Carpodacus subhimachalus,02.06.2008,,Propyrrhula subhimachala,34376,Crimson-browed Finch
sp,17010,Carpodacus ferreorostris,02.06.2008,,Chaunoproctus ferreorostris,34309,Bonin Grosbeak
sp,17020,Carpodacus sipahi,02.06.2008,,Haematospiza sipahi,34308,Scarlet Finch
sp,17030,Pyrrhoplectes epauletta,02.06.2008,,Pyrrhoplectes epauletta,34266,Golden-naped Finch
sp,17040,Carpodacus sibiricus,07.11.2024,Excludes Carpodacus lepidus,Uragus sibiricus,34352,Siberian Long-tailed Rosefinch
sp,17050,Urocynchramus pylzowi,02.06.2008,,Urocynchramus pylzowi,34152,Przevalski's Finch
sp,17060,Pyrrhula nipalensis,02.06.2008,,Pyrrhula nipalensis,34222,Brown Bullfinch
sp,17070,Pyrrhula aurantiaca,02.06.2008,,Pyrrhula aurantiaca,34229,Orange Bullfinch
sp,17080,Pyrrhula erythrocephala,02.06.2008,,Pyrrhula erythrocephala,34230,Red-headed Bullfinch
sp,17090,Pyrrhula erythaca,02.06.2008,,Pyrrhula erythaca,34231,Grey-headed Bullfinch
sp,17100,Pyrrhula pyrrhula,02.06.2008,,Pyrrhula pyrrhula,34241,Eurasian Bullfinch
ssp,17101,Pyrrhula pyrrhula pyrrhula,02.06.2008,,Pyrrhula pyrrhula pyrrhula,34243,NA
ssp,17102,Pyrrhula pyrrhula europaea,07.11.2024,,Pyrrhula pyrrhula europaeus,34244,NA
ssp,17103,Pyrrhula pyrrhula pileata,02.06.2008,,Pyrrhula pyrrhula pileata,34242,NA
ssp,17104,Pyrrhula pyrrhula cineracea,02.06.2008,,Pyrrhula pyrrhula cineracea,34247,NA
sp,17105,Pyrrhula murina,02.06.2008,,Pyrrhula pyrrhula murina,34252,Azores Bullfinch
sp,17110,Mycerobas icterioides,02.06.2008,,Mycerobas icterioides,34181,Black-and-yellow Grosbeak
sp,17120,Mycerobas affinis,02.06.2008,,Mycerobas affinis,34182,Collared Grosbeak
sp,17130,Mycerobas melanozanthos,02.06.2008,,Mycerobas melanozanthos,34183,Spot-winged Grosbeak
sp,17140,Mycerobas carnipes,02.06.2008,,Mycerobas carnipes,34184,White-winged Grosbeak
sp,17150,Eophona migratoria,02.06.2008,,Eophona migratoria,34204,Chinese Grosbeak
sp,17160,Eophona personata,02.06.2008,,Eophona personata,34207,Japanese Grosbeak
sp,17170,Coccothraustes coccothraustes,02.06.2008,,Coccothraustes coccothraustes,34197,Hawfinch
sp,17180,Hesperiphona vespertina,02.06.2008,,Hesperiphona vespertina,34188,Evening Grosbeak
sp,17190,Hesperiphona abeillei,02.06.2008,,Hesperiphona abeillei,34192,Hooded Grosbeak
sp,17200,Mniotilta varia,02.06.2008,,Mniotilta varia,36139,Black-and-white Warbler
sp,17210,Vermivora bachmanii,02.06.2008,,Vermivora bachmanii,36136,Bachman's Warbler
sp,17220,Vermivora chrysoptera,02.06.2008,,Vermivora chrysoptera,36137,Golden-winged Warbler
sp,17230,Vermivora cyanoptera,02.06.2008,,Vermivora pinus,36138,Blue-winged Warbler
sp,17240,Leiothlypis peregrina,02.06.2008,,Vermivora peregrina,36149,Tennessee Warbler
sp,17250,Leiothlypis celata,02.06.2008,,Vermivora celata,36150,Orange-crowned Warbler
sp,17260,Leiothlypis ruficapilla,02.06.2008,,Vermivora ruficapilla,36157,Nashville Warbler
sp,17270,Leiothlypis virginiae,02.06.2008,,Vermivora virginiae,36161,Virginia's Warbler
sp,17280,Leiothlypis crissalis,02.06.2008,,Vermivora crissalis,36155,Colima Warbler
sp,17290,Leiothlypis luciae,02.06.2008,,Vermivora luciae,36156,Lucy's Warbler
sp,17300,Oreothlypis superciliosa,02.06.2008,,Vermivora superciliosa,36142,Crescent-chested Warbler
sp,17310,Setophaga pitiayumi,02.06.2008,,Parula pitiayumi,36228,Tropical Parula
sp,17320,Setophaga americana,02.06.2008,,Parula americana,36227,Northern Parula
a,17330,Setophaga petechia sensu lato,07.11.2024,Includes Setophaga aestiva,Dendroica petechia,NA,NA
sp,17331,Setophaga aestiva,22.11.2024,,,36247,American Yellow Warbler
sp,17332,Setophaga petechia,22.11.2024,Excludes Setophaga aestiva,,36257,Mangrove Warbler
sp,17340,Setophaga pensylvanica,02.06.2008,,Dendroica pensylvanica,36293,Chestnut-sided Warbler
sp,17350,Setophaga cerulea,02.06.2008,,Dendroica cerulea,36226,Cerulean Warbler
sp,17360,Setophaga caerulescens,02.06.2008,,Dendroica caerulescens,36295,Black-throated Blue Warbler
sp,17370,Setophaga pinus,02.06.2008,,Dendroica pinus,36302,Pine Warbler
sp,17380,Setophaga graciae,02.06.2008,,Dendroica graciae,36334,Grace's Warbler
sp,17390,Setophaga pityophila,02.06.2008,,Dendroica pityophila,36301,Olive-capped Warbler
sp,17400,Setophaga dominica,02.06.2008,,Dendroica dominica,36315,Yellow-throated Warbler
sp,17410,Setophaga kirtlandii,02.06.2008,,Dendroica kirtlandii,36224,Kirtland's Warbler
sp,17420,Setophaga nigrescens,02.06.2008,,Dendroica nigrescens,36339,Black-throated Grey Warbler
sp,17430,Setophaga occidentalis,02.06.2008,,Dendroica occipitalis,36343,Hermit Warbler
sp,17440,Setophaga townsendi,02.06.2008,,Dendroica townsendi,36342,Townsend's Warbler
sp,17450,Setophaga virens,02.06.2008,,Dendroica virens,36345,Black-throated Green Warbler
sp,17460,Setophaga chrysoparia,02.06.2008,,Dendroica chrysoparia,36344,Golden-cheeked Warbler
sp,17470,Setophaga fusca,02.06.2008,,Dendroica fusca,36246,Blackburnian Warbler
sp,17480,Setophaga discolor,02.06.2008,,Dendroica discolor,36325,Prairie Warbler
sp,17490,Setophaga tigrina,02.06.2008,,Dendroica tigrina,36225,Cape May Warbler
sp,17500,Setophaga magnolia,02.06.2008,,Dendroica magnolia,36244,Magnolia Warbler
sp,17510,Setophaga coronata,07.11.2024,Excludes Setophaga auduboni,Dendroica coronata,36307,Myrtle Warbler
sp,17520,Setophaga palmarum,02.06.2008,,Dendroica palmarum,36298,Palm Warbler
sp,17530,Setophaga striata,02.06.2008,,Dendroica striata,36294,Blackpoll Warbler
sp,17540,Setophaga castanea,02.06.2008,,Dendroica castanea,36245,Bay-breasted Warbler
sp,17550,Setophaga ruticilla,02.06.2008,,Setophaga ruticilla,36223,American Redstart
sp,17560,Seiurus aurocapilla,02.06.2008,,Seiurus aurocapillus,36126,Ovenbird
sp,17570,Parkesia noveboracensis,02.06.2008,,Seiurus noveboracensis,36132,Northern Waterthrush
sp,17580,Parkesia motacilla,02.06.2008,,Seiurus motacilla,36131,Louisiana Waterthrush
sp,17590,Limnothlypis swainsonii,02.06.2008,,Helmitheros swainsonii,36141,Swainson's Warbler
sp,17600,Helmitheros vermivorum,02.06.2008,,Helmitheros vermivorus,36130,Worm-eating Warbler
sp,17610,Protonotaria citrea,02.06.2008,,Protonotaria citrea,36140,Prothonotary Warbler
sp,17620,Geothlypis trichas,02.06.2008,,Geothlypis trichas,36201,Common Yellowthroat
sp,17630,Geothlypis rostrata,02.06.2008,,Geothlypis rostrata,36195,Bahama Yellowthroat
sp,17640,Geothlypis speciosa,02.06.2008,,Geothlypis speciosa,36189,Black-polled Yellowthroat
sp,17650,Geothlypis nelsoni,02.06.2008,,Geothlypis nelsoni,36215,Hooded Yellowthroat
sp,17660,Geothlypis poliocephala,02.06.2008,,Chamaethlypis poliocephala,36164,Grey-crowned Yellowthroat
sp,17670,Geothlypis formosa,02.06.2008,,Oporornis formosus,36184,Kentucky Warbler
sp,17680,Oporornis agilis,02.06.2008,,Oporornis agilis,36163,Connecticut Warbler
sp,17690,Geothlypis philadelphia,02.06.2008,,Oporornis philadelphia,36183,Mourning Warbler
sp,17700,Geothlypis tolmiei,02.06.2008,,Oporornis tolmiei,36180,MacGillivray's Warbler
sp,17710,Setophaga citrina,02.06.2008,,Wilsonia citrina,36222,Hooded Warbler
sp,17720,Cardellina pusilla,02.06.2008,,Wilsonia pusilla,36474,Wilson's Warbler
sp,17730,Cardellina canadensis,02.06.2008,,Wilsonia canadensis,36473,Canada Warbler
sp,17740,Cardellina rubrifrons,02.06.2008,,Cardinella rubrifrons,36478,Red-faced Warbler
sp,17750,Cardellina rubra,02.06.2008,,Ergaticus ruber,36479,Red Warbler
sp,17760,Myioborus pictus,02.06.2008,,Myioborus pictus,36484,Painted Whitestart
sp,17770,Myioborus miniatus,02.06.2008,,Myioborus miniatus,36487,Slate-throated Whitestart
sp,17780,Basileuterus lachrymosus,02.06.2008,,Euthlypis lachrymosa,36409,Fan-tailed Warbler
sp,17790,Basileuterus culicivorus,02.06.2008,,Basileuterus culicivorus,36435,Golden-crowned Warbler
sp,17800,Basileuterus rufifrons,02.06.2008,,Basileuterus rufifrons,36413,Rufous-capped Warbler
sp,17810,Peucedramus taeniatus,02.06.2008,,Peucedramus taeniatus,33818,Olive Warbler
sp,17820,Icteria virens,02.06.2008,,Icteria virens,35764,Yellow-breasted Chat
sp,17830,Coereba flaveola,02.06.2008,,Coereba flaveola,36957,Bananaquit
sp,17840,Piranga bidentata,02.06.2008,,Piranga bidentata,36530,Flame-colored Tanager
sp,17850,Piranga flava,02.06.2008,,Piranga flava,36543,Red Tanager
sp,17860,Piranga rubra,02.06.2008,,Piranga rubra,36554,Summer Tanager
sp,17870,Piranga ludoviciana,02.06.2008,,Piranga ludoviciana,36562,Western Tanager
sp,17880,Piranga olivacea,02.06.2008,,Piranga olivacea,36561,Scarlet Tanager
sp,17890,Piranga erythrocephala,02.06.2008,,Piranga erythrocephala,36568,Red-headed Tanager
sp,17900,Spindalis zena,02.06.2008,,Spindalis zena,35747,Western Spindalis
sp,17910,Euphonia affinis,07.11.2024,Excludes Euphonia godmani,Euphonia affinis,34827,Scrub Euphonia
sp,17920,Chlorophonia elegantissima,07.11.2024,,Euphonia elegantissima,34785,Elegant Euphonia
sp,17930,Diglossa baritula,02.06.2008,,Diglossa baritula,37589,Cinnamon-bellied Flowerpiercer
sp,17940,Atlapetes pileatus,02.06.2008,,Atlapetes pileatus,35638,Rufous-capped Brushfinch
a,17950,Arremon torquatus sensu lato,07.11.2024,Includes Arremon basilicus; Arremon perijanus; Arremon atricapillus; Arremon phaeopleurus; Arremon phygas and Arremon assimilis,Atlapetes torquatus,NA,NA
sp,17960,Arremonops rufivirgatus,02.06.2008,,Arremonops rufivirgatus,35181,Olive Sparrow
sp,17970,Pipilo chlorurus,02.06.2008,,Pipilo chlorurus,35601,Green-tailed Towhee
sp,17980,Pipilo erythrophthalmus,02.06.2008,,Pipilo erythrophthalmus,35626,Eastern Towhee
sp,17990,Melozone fusca,02.06.2008,,Pipilo fuscus,35535,Canyon Towhee
sp,18000,Melozone aberti,02.06.2008,,Pipilo aberti,35550,Abert's Towhee
sp,18010,Melozone kieneri,02.06.2008,,Melozone kieneri,35531,Rusty-crowned Ground Sparrow
sp,18020,Phonipara canora,02.06.2008,,Tiaris canora,37023,Cuban Grassquit
sp,18030,Melanospiza bicolor,02.06.2008,,Tiaris bicolor,37036,Black-faced Grassquit
a,18040,Sporophila torqueola sensu lato,07.11.2024,Includes Sporophila morelleti,Sporophila torqueola,NA,NA
sp,18050,Volatinia jacarina,02.06.2008,,Volatinia jacarina,37100,Blue-black Grassquit
sp,18060,Amphispiza bilineata,02.06.2008,,Aimophila bilineata,35206,Black-throated Sparrow
sp,18070,Artemisiospiza belli,07.11.2024,Excludes Artemisiospiza nevadensis,Aimophila belli,35417,Bell's Sparrow
sp,18080,Peucaea mystacalis,02.06.2008,,Aimophila mystacalis,35142,Bridled Sparrow
sp,18090,Peucaea botterii,02.06.2008,,Aimophila botterii,35143,Botteri's Sparrow
sp,18100,Peucaea cassinii,02.06.2008,,Aimophila cassinii,35153,Cassin's Sparrow
sp,18110,Peucaea aestivalis,02.06.2008,,Aimophila aestivalis,35154,Bachman's Sparrow
sp,18120,Amphispizopsis quinquestriata,07.11.2024,,Aimophila quinquestriata,35203,Five-striped Sparrow
sp,18130,Peucaea carpalis,02.06.2008,,Aimophila carpalis,35129,Rufous-winged Sparrow
sp,18140,Aimophila ruficeps,02.06.2008,,Aimophila ruficeps,35581,Rufous-crowned Sparrow
sp,18150,Aimophila rufescens,02.06.2008,,Aimophila rufescens,35573,Rusty Sparrow
sp,18160,Oriturus superciliosus,02.06.2008,,Oriturus superciliosus,35422,Striped Sparrow
sp,18170,Spizelloides arborea,02.06.2008,,Spizella arborea,35345,American Tree Sparrow
sp,18180,Spizella passerina,02.06.2008,,Spizella passerina,35221,Chipping Sparrow
sp,18190,Spizella pallida,02.06.2008,,Spizella pallida,35228,Clay-colored Sparrow
sp,18200,Spizella breweri,02.06.2008,,Spizella breweri,35237,Brewer's Sparrow
sp,18210,Spizella pusilla,02.06.2008,,Spizella pusilla,35234,Field Sparrow
sp,18220,Spizella wortheni,02.06.2008,,Spizella wortheni,35241,Worthen's Sparrow
sp,18230,Spizella atrogularis,02.06.2008,,Spizella atrogularis,35229,Black-chinned Sparrow
sp,18240,Chondestes grammacus,02.06.2008,,Chondestes grammacus,35217,Lark Sparrow
sp,18250,Pooecetes gramineus,02.06.2008,,Pooecetes gramineus,35425,Vesper Sparrow
sp,18260,Passerculus sandwichensis,02.06.2008,,Ammodramus sandwichensis,35452,Savannah Sparrow
sp,18270,Centronyx bairdii,02.06.2008,,Ammodramus bairdii,35448,Baird's Sparrow
sp,18280,Ammodramus savannarum,02.06.2008,,Ammodramus savannarum,35158,Grasshopper Sparrow
sp,18290,Ammospiza leconteii,02.06.2008,,Ammodramus leconteii,35430,LeConte's Sparrow
sp,18300,Ammospiza caudacuta,02.06.2008,,Ammodramus caudacutus,35445,Saltmarsh Sparrow
sp,18310,Ammospiza maritima,02.06.2008,,Ammodramus maritimus,35431,Seaside Sparrow
sp,18320,Xenospiza baileyi,02.06.2008,,Ammodramus baileyi,35477,Sierra Madre Sparrow
sp,18330,Centronyx henslowii,02.06.2008,,Ammodramus henslowii,35449,Henslow's Sparrow
a,18340,Passerella iliaca sensu lato,26.03.2025,,Zonotrichia iliaca,NA,NA
sp,18341,Passerella iliaca,26.03.2025,Excludes Passerella unalaschcensis; Passerella schistacea and Passerella megarhyncha,Zonotrichia iliaca iliaca,35342,Red Fox Sparrow
sp,18350,Melospiza melodia,02.06.2008,,Melospiza melodia,35478,Song Sparrow
sp,18360,Melospiza lincolnii,02.06.2008,,Zonotrichia lincolnii,35518,Lincoln's Sparrow
sp,18370,Melospiza georgiana,02.06.2008,,Zonotrichia georgiana,35522,Swamp Sparrow
sp,18380,Zonotrichia querula,02.06.2008,,Zonotrichia querula,35413,Harris's Sparrow
sp,18390,Zonotrichia leucophrys,02.06.2008,,Zonotrichia leucophrys,35406,White-crowned Sparrow
sp,18400,Zonotrichia albicollis,02.06.2008,,Zonotrichia albicollis,35414,White-throated Sparrow
sp,18410,Zonotrichia atricapilla,02.06.2008,,Zonotrichia atricapilla,35412,Golden-crowned Sparrow
sp,18420,Junco hyemalis,07.11.2024,Excludes Junco insularis,Junco hyemalis,35351,Dark-eyed Junco
ssp,18430,Junco hyemalis caniceps,02.06.2008,,Junco caniceps,35365,NA
sp,18440,Junco phaeonotus,07.11.2024,Excludes Junco bairdi,Junco phaeonotus,35367,Yellow-eyed Junco
sp,18450,Calamospiza melanocorys,02.06.2008,,Calamospiza melanocorys,35220,Lark Bunting
sp,18460,Rhynchophanes mccownii,02.06.2008,,Calcarius mccownii,34885,Thick-billed Longspur
sp,18470,Calcarius lapponicus,02.06.2008,,Calcarius lapponicus,34886,Lapland Longspur
sp,18480,Calcarius ornatus,02.06.2008,,Calcarius ornatus,34893,Chestnut-collared Longspur
sp,18490,Calcarius pictus,02.06.2008,,Calcarius pictus,34892,Smith's Longspur
sp,18500,Plectrophenax nivalis,02.06.2008,,Plectrophenax nivalis,34894,Snow Bunting
ssp,18501,Plectrophenax nivalis nivalis,02.06.2008,,Plectrophenax nivalis nivalis,34895,NA
ssp,18502,Plectrophenax nivalis insulae,02.06.2008,,Plectrophenax nivalis insulae,34896,NA
sp,18510,Emberiza siemsseni,02.06.2008,,Emberiza siemsseni,34908,Slaty Bunting
sp,18520,Emberiza variabilis,02.06.2008,,Emberiza variabilis,35029,Grey Bunting
sp,18530,Emberiza spodocephala,07.11.2024,Excludes Emberiza personata,Emberiza spodocephala,35024,Black-faced Bunting
sp,18540,Emberiza sulphurata,02.06.2008,,Emberiza sulphurata,35023,Yellow Bunting
sp,18550,Emberiza koslowi,02.06.2008,,Emberiza koslowi,35020,Tibetan Bunting
sp,18560,Emberiza leucocephalos,02.06.2008,,Emberiza leucocephalos,34917,Pine Bunting
sp,18570,Emberiza citrinella,02.06.2008,,Emberiza citrinella,34913,Yellowhammer
sp,18580,Emberiza cirlus,02.06.2008,,Emberiza cirlus,34952,Cirl Bunting
sp,18590,Emberiza stewarti,02.06.2008,,Emberiza stewarti,34941,White-capped Bunting
sp,18600,Emberiza cia,02.06.2008,,Emberiza cia,34920,Rock Bunting
sp,18610,Emberiza cioides,02.06.2008,,Emberiza cioides,34935,Meadow Bunting
sp,18620,Emberiza jankowskii,02.06.2008,,Emberiza jankowskii,34942,Jankowski's Bunting
a,18630,Emberiza striolata sensu lato,07.11.2024,Includes Emberiza sahari,Emberiza striolata,NA,NA
sp,18631,Emberiza striolata,07.11.2024,Excludes Emberiza sahari,,34955,Striolated Bunting
a,18640,Emberiza tahapisi sensu lato,07.11.2024,Includes Emberiza goslingi,Emberiza tahapisi,NA,NA
sp,18641,Emberiza tahapisi,22.11.2024,Excludes Emberiza goslingi,,34966,Cinnamon-breasted Bunting
sp,18642,Emberiza goslingi,26.03.2025,,,34972,Gosling's Bunting
sp,18650,Emberiza cineracea,02.06.2008,,Emberiza cineracea,34947,Cinereous Bunting
sp,18660,Emberiza hortulana,02.06.2008,,Emberiza hortulana,34950,Ortolan Bunting
sp,18670,Emberiza buchanani,02.06.2008,,Emberiza buchanani,34943,Grey-necked Bunting
sp,18680,Emberiza caesia,02.06.2008,,Emberiza caesia,34951,Cretzschmar's Bunting
sp,18690,Emberiza fucata,02.06.2008,,Emberiza fucata,34988,Chestnut-eared Bunting
sp,18700,Emberiza elegans,02.06.2008,,Emberiza elegans,34997,Yellow-throated Bunting
sp,18710,Emberiza chrysophrys,02.06.2008,,Emberiza chrysophrys,34993,Yellow-browed Bunting
sp,18720,Emberiza tristrami,02.06.2008,,Emberiza tristrami,34987,Tristram's Bunting
sp,18730,Emberiza rustica,02.06.2008,,Emberiza rustica,34994,Rustic Bunting
sp,18740,Emberiza pusilla,02.06.2008,,Emberiza pusilla,34992,Little Bunting
sp,18750,Emberiza rutila,02.06.2008,,Emberiza rutila,35019,Chestnut Bunting
sp,18760,Emberiza aureola,02.06.2008,,Emberiza aureola,35001,Yellow-breasted Bunting
sp,18770,Emberiza schoeniclus,02.06.2008,,Emberiza schoeniclus,35040,Common Reed Bunting
ssp,18771,Emberiza schoeniclus schoeniclus,02.06.2008,,Emberiza schoeniclus schoeniclus,35042,NA
ssp,18772,Emberiza schoeniclus witherbyi,02.06.2008,,Emberiza schoeniclus witherbyi,35050,NA
ssp,18773,Emberiza schoeniclus lusitanica,22.11.2024,,Emberiza schoeniclus lustitanica,35041,NA
sp,18780,Emberiza pallasi,02.06.2008,,Emberiza pallasi,35032,Pallas's Reed Bunting
sp,18790,Emberiza yessoensis,02.06.2008,,Emberiza yessoensis,35037,Ochre-rumped Bunting
