Totaal,Handsoorten,,"Terug-
vangst",Landen,,Kleurring,Locaties,Vangmethoden,Aantal zelf geringd,,,,,
,80,,,4,,5,8,8,,21,uniek,71,5,21
3739,,,942,,,200,,,1718,76,door mij,1718,91,76
Datum,Soort,"Nieuwe
projectsoort","Terug-
vangst",Buitenland,Ringnummer,Kleurring,Locatie,Vangmethode,Ringer,"Zoönose
door mij",Bijzonderheid,Ringsoorten,Kleurring,Zoönose
,,,j,land,,kleurcode,,,,j,,,,
10-08-2021,Knobbelzwaan,22,,,9503984,W(Y180)/M,"De Haar, Utrecht",Haak,Erik Hulshof,,,,,
10-08-2021,Knobbelzwaan,23,,,9503985,W(Y181)/M,"De Haar, Utrecht",Haak,Erik Hulshof,,,,,
10-08-2021,Knobbelzwaan,24,,,9503986,W(Y182)/M,"De Haar, Utrecht",Haak,Erik Hulshof,,,,,
10-08-2021,Knobbelzwaan,25,j,,DR30,W(Y049)/M,"De Haar, Utrecht",Haak,Erik Hulshof,,,,,
10-08-2021,Knobbelzwaan,26,j,,RK42,W(Y050/M,"De Haar, Utrecht",Haak,Tijs van den Berg,,,,,
10-08-2021,Knobbelzwaan,27,,,9503994,W(Y190)/M,"De Haar, Utrecht",Haak,Thijs ter Avest,,,Knobbelzwaan,Knobbelzwaan,
10-08-2021,Knobbelzwaan,28,,,9503995,W(Y191)/M,"De Haar, Utrecht",Haak,Thijs ter Avest,,,Knobbelzwaan,Knobbelzwaan,
10-08-2021,Knobbelzwaan,29,,,9503996,W(Y192)/M,"De Haar, Utrecht",Haak,Tijs van den Berg,,,,,
10-08-2021,Knobbelzwaan,30,,,9503997,W(Y193)/M,"De Haar, Utrecht",Haak,Thijs ter Avest,,,Knobbelzwaan,Knobbelzwaan,
10-08-2021,Knobbelzwaan,31,,,9503998,W(Y194)/M,"De Haar, Utrecht",Haak,Erik Hulshof,,,,,
10-08-2021,Knobbelzwaan,32,,,9503999,W(Y195)/M,"De Haar, Utrecht",Haak,Tijs van den Berg,,,,,
10-08-2021,Knobbelzwaan,33,,,9504000,W(Y196)/M,"De Haar, Utrecht",Haak,Thijs ter Avest,,,Knobbelzwaan,Knobbelzwaan,
10-08-2021,Knobbelzwaan,34,,,9504001,W(Y197)/M,"De Haar, Utrecht",Haak,Erik Hulshof,,,,,
12-08-2021,Vink,2,,,V982130,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
12-08-2021,Geelgors,5,,,V982133,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
12-08-2021,Sprinkhaanzanger,1,,,BL92973,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sprinkhaanzanger,,
12-08-2021,Boomklever,4,,,V982141,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-08-2021,Kleine Karekiet,1,,,BL92998,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
12-08-2021,Tuinfluiter,8,,,BL93000,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
12-08-2021,Heggenmus,2,,,BP56006,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
12-08-2021,Zwarte Mees,1,,,BP56019,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
12-08-2021,Sprinkhaanzanger,2,,,BL92953,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Kleine Karekiet,2,,,BL92959,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Vink,3,,,V982131,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Gekraagde Roodstaart,3,,,BL92974,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Kleine Karekiet,3,,,BL92962,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Heggenmus,3,,,BP56007,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Vink,4,,,V982132,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Gekraagde Roodstaart,4,,,BL92955,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Gekraagde Roodstaart,,
12-08-2021,Kleine Karekiet,4,,,BL92970,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Vink,5,,,V982134,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Gekraagde Roodstaart,5,,,BL92980,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Kleine Karekiet,5,,,BL92982,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Boomklever,5,,,V982138,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Vink,6,j,,V981981,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Geelgors,6,,,V982136,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Boomklever,6,j,,V982119,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-08-2021,Gekraagde Roodstaart,6,,,BP56005,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Gekraagde Roodstaart,,
12-08-2021,Kleine Karekiet,6,,,BL92996,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Vink,7,,,V982140,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Boomklever,7,,,V982144,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-08-2021,Geelgors,7,,,V982143,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Goudvink,7,,,V982137,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Vink,8,,,V982139,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
12-08-2021,Boomklever,8,j,,V982127,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Geelgors,8,,,V982145,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Tuinfluiter,9,,,BL92956,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Goudvink,8,,,V982135,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Vink,9,,,V982142,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Geelgors,9,,,V982146,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Tuinfluiter,10,,,BL92987,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Tuinfluiter,11,,,BP56001,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
12-08-2021,Tuinfluiter,12,,,BP56004,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Winterkoning,11,,,-,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,Losgeknipt uit net,Winterkoning,,
12-08-2021,Merel,12,,,L588721,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Tuinfluiter,13,,,BP56012,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Winterkoning,12,,,ARK522,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,14,,,BL92960,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,15,,,BL92969,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Grasmus,15,,,BP56014,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
12-08-2021,Tjiftjaf,16,,,ARX520,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,16,,,BL92964,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Pimpelmees,17,,,BL92966,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Tjiftjaf,17,,,ARX521,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Roodborst,18,,,BL92954,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,18,,,BL92968,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Pimpelmees,19,,,BL92978,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Roodborst,19,,,BP56002,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,20,,,BL92985,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Pimpelmees,21,,,BL92986,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Pimpelmees,22,,,BL92988,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Pimpelmees,23,,,BL92979,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,24,,,BL92941,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,24,,,BL92981,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,25,,,BL92957,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,25,,,BL92983,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,26,,,BL92967,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,26,,,BL92984,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,27,j,,BL92794,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Pimpelmees,27,,,BL92989,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,28,,,BL92990,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,28,,,BL92993,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,29,j,,BL92730,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,29,,,BL92992,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,30,j,,BL92911,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,30,,,BL92994,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,31,j,,BL92210,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,31,j,,BL92938,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-08-2021,Koolmees,32,j,,BL92794,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Pimpelmees,32,,,BP56009,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,33,,,BL92995,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Pimpelmees,33,,,BP56010,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-08-2021,Koolmees,34,,,BL92997,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Pimpelmees,34,,,BP56011,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-08-2021,Koolmees,35,,,BP56003,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Pimpelmees,35,,,BP56013,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-08-2021,Koolmees,36,,,BP56018,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Pimpelmees,36,,,BP56015,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,37,j,,BL92882,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,37,,,BP56017,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-08-2021,Zwartkop,38,,,BL92958,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,38,,,BL92999,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Pimpelmees,38,,,V982023,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Zwartkop,39,,,BL92961,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,39,,,BP56008,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Zwartkop,40,,,BL92963,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,40,,,BP56016,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Zwartkop,41,,,BL92965,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Koolmees,41,,,V982022,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-08-2021,Zwartkop,42,,,BL92971,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Zwartkop,43,,,BL92972,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Zwartkop,44,,,BL92975,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Zwartkop,45,,,BL92976,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-08-2021,Zwartkop,46,,,BL92977,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-08-2021,Zwartkop,47,,,BL92991,,"Hackfort, Vorden",Mistnet,Marcel Ruijs,,,,,
12-08-2021,Zwartkop,48,j,,BL92952,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-08-2021,Zwartkop,49,j,,BL92898,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-08-2021,Zwartkop,50,,,BP56020,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-08-2021,Zwartkop,51,,,BP56021,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Merel,13,,,L588722,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
15-08-2021,Fitis,3,,,ARX525,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Fitis,,
15-08-2021,Sprinkhaanzanger,3,,,BP56062,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Kleine Karekiet,7,,,BP56024,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
15-08-2021,Gekraagde Roodstaart,7,,,BP56036,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Kleine Karekiet,8,,,BP56031,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Kleine Karekiet,9,,,BP56033,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Boomklever,9,,,V982149,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,10,,,-,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,Overleden in net,Vink,,
15-08-2021,Geelgors,10,,,V982147,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
15-08-2021,Kleine Karekiet,10,,,BP56046,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
15-08-2021,Boomklever,10,,,V982159,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,11,,,V982148,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Geelgors,11,,,V982157,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
15-08-2021,Kleine Karekiet,11,,,BP56045,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,12,,,V982150,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Geelgors,12,,,V982158,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
15-08-2021,Vink,13,,,V982152,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Geelgors,13,,,V982162,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Tuinfluiter,14,,,BP56025,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Winterkoning,13,,,ARX524,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,14,,,V982153,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Geelgors,14,,,V982164,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Tuinfluiter,15,,,BP56028,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,15,,,V982154,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Winterkoning,14,j,,ARX522,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
15-08-2021,Tuinfluiter,16,,,BP56030,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Grasmus,16,,,BP56027,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
15-08-2021,Vink,16,,,V982156,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
15-08-2021,Winterkoning,15,j,,ARX509,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
15-08-2021,Tuinfluiter,17,,,BP56029,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
15-08-2021,Grasmus,17,,,BP56038,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
15-08-2021,Vink,17,,,V982155,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Tjiftjaf,18,,,V982022,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,18,j,,V982122,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Tuinfluiter,18,,,BP56040,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Tjiftjaf,19,,,ARX526,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
15-08-2021,Vink,19,,,V982161,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Tuinfluiter,19,,,BP56061,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
15-08-2021,Roodborst,20,j,,BL92761,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Vink,20,,,V982163,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Tjiftjaf,20,,,ARX527,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Roodborst,21,j,,BL92924,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Roodborst,22,,,BP56057,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
15-08-2021,Roodborst,23,,,BP56044,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Roodborst,24,,,BP56058,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Roodborst,25,,,BP56059,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
15-08-2021,Roodborst,26,j,,BL92939,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Roodborst,27,,,BP56073,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Pimpelmees,39,,,BP56034,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Pimpelmees,40,,,BP56037,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Pimpelmees,41,,,BP56042,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Koolmees,42,,,BP56035,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,42,,,BP56043,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Koolmees,43,,,BP56054,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Pimpelmees,43,j,,BP56010,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Koolmees,44,j,,BP56022,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Pimpelmees,44,,,BP56047,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Koolmees,45,j,,BL92796,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Pimpelmees,45,,,BP56048,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Koolmees,46,j,,BJ47836,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,46,,,BP56050,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Koolmees,47,,,BP56052,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,47,,,BP56053,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Koolmees,48,,,BP56056,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,48,j,,BL92710,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Koolmees,49,j,,BL92993,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Pimpelmees,49,,,BP56063,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Pimpelmees,50,,,BP56066,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Koolmees,50,,,BP56065,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Koolmees,51,,,BP56067,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Pimpelmees,51,j,,BL92966,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Zwartkop,52,,,BP56026,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Koolmees,52,,,BP56068,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,52,,,BP56069,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Zwartkop,53,,,BP56039,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,53,,,BP56070,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Koolmees,53,,,BL92168,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Zwartkop,54,,,BP56032,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
15-08-2021,Pimpelmees,54,,,BP56071,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Koolmees,54,,,BP56074,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
15-08-2021,Zwartkop,55,,,V982151,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
15-08-2021,Pimpelmees,55,j,,BP56009,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Koolmees,55,,,BP56075,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Zwartkop,56,,,V982160,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
15-08-2021,Pimpelmees,56,j,,BL92989,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Zwartkop,57,,,BP56041,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Pimpelmees,57,j,,BL92966,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Zwartkop,58,,,BP56049,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Pimpelmees,58,j,,BL92978,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Zwartkop,59,,,BP56051,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
15-08-2021,Pimpelmees,59,j,,BL92994,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
15-08-2021,Zwartkop,60,,,BP56055,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Pimpelmees,60,,,BP56072,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
15-08-2021,Zwartkop,61,,,BP56060,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
15-08-2021,Zwartkop,62,,,BP56064,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
21-08-2021,Bosrietzanger,1,,,BP56108,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Bosrietzanger,,
21-08-2021,Goudvink,9,,,V982174,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Goudvink,,
21-08-2021,Draaihals,1,,,V982173,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Rietzanger,1,,,BP56137,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Bonte Vliegenvanger,2,,,BP56142,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Sprinkhaanzanger,4,,,BP56090,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Heggenmus,4,,,BP56095,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
21-08-2021,Sprinkhaanzanger,5,,,BP56104,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Heggenmus,5,j,,BP56006,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Heggenmus,6,,,BP56116,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
21-08-2021,Heggenmus,7,j,,BP56007,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Heggenmus,8,,,BP56132,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Boomklever,11,j,,V982124,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
21-08-2021,Kleine Karekiet,12,,,BP56076,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
