Totaal,Handsoorten,,"Terug-
vangst",Landen,,Kleurring,Locaties,Vangmethoden,Aantal zelf geringd,,,,,
,80,,,4,,5,8,8,,21,uniek,71,5,21
3739,,,942,,,200,,,1718,76,door mij,1718,91,76
Datum,Soort,"Nieuwe
projectsoort","Terug-
vangst",Buitenland,Ringnummer,Kleurring,Locatie,Vangmethode,Ringer,"Zoönose
door mij",Bijzonderheid,Ringsoorten,Kleurring,Zoönose
,,,j,land,,kleurcode,,,,j,,,,
05-09-2021,Zwartkop,143,,,BP56272,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,144,,,BP56286,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,145,,,BP56289,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,146,,,BP56292,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,147,,,BP56295,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,148,,,BP56241,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,149,,,BP56242,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,150,,,BP56244,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,151,,,BP56247,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,152,,,BP56251,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,153,,,BP56252,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,154,,,BP56254,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,155,,,BP56255,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,156,,,BP56257,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,157,,,BP56259,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,158,,,BP56261,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,159,,,BP56262,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,160,,,BP56264,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,161,,,BP56266,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,162,,,BP56268,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,163,,,BP56271,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,164,,,BP56275,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,165,,,BP56277,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,166,,,BP56278,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,167,,,BP56284,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,168,,,BP56288,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,169,,,BP56290,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,170,,,BP56293,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,171,,,BP56296,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,172,,,BP56297,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,173,,,BP56313,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,174,,,BP56316,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,175,,,BP56321,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,176,,,BP56323,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,177,,,BP56318,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,178,,,BP56333,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,179,,,BP56335,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,180,,,BP56337,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,181,,,BP56339,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,182,,,BP56341,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,183,,,BP56343,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,184,,,BP56348,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,185,,,BP56334,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
05-09-2021,Zwartkop,186,,,BP56340,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
05-09-2021,Zwartkop,187,,,BP56342,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
05-09-2021,Zwartkop,188,,,BP56344,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
05-09-2021,Zwartkop,189,,,BP56355,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
05-09-2021,Zwartkop,190,,,BP56346,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
05-09-2021,Zwartkop,191,,,BP56350,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Middelste Bonte Specht,1,,,H391725,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Middelste Bonte Specht,,
12-09-2021,Winterkoning,16,,,ARX544,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
12-09-2021,Zwarte Mees,2,,,BP56494,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
12-09-2021,Zwarte Mees,3,,,BP56544,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Heggenmus,11,,,BP56480,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
12-09-2021,Boomklever,14,j,,V982138,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-09-2021,Merel,15,,,L588725,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
12-09-2021,Boomklever,15,,,V982186,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-09-2021,Merel,16,,,L588726,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Boomklever,16,j,,V982182,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Winterkoning,17,j,,ARX509,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
12-09-2021,Boomklever,17,j,,V982159,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-09-2021,Boomklever,18,,,V982187,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-09-2021,Boomklever,19,j,,V982144,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomklever,,
12-09-2021,Grasmus,22,,,BP56478,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
12-09-2021,Tjiftjaf,28,,,ARX543,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
12-09-2021,Vink,29,,,V982185,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
12-09-2021,Vink,30,,,V981284,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Tuinfluiter,32,,,BP56536,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Roodborst,45,,,BP56491,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
12-09-2021,Roodborst,46,,,BP56550,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
12-09-2021,Roodborst,47,,,BP56541,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Koolmees,91,,,BP56486,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,92,j,,BP56330,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,93,j,,BP56052,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,94,,,BP56489,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,95,j,,BL92995,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,96,j,,BP56299,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,97,,,BP56493,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Koolmees,98,,,BP56498,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
12-09-2021,Pimpelmees,99,,,BP56487,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-09-2021,Koolmees,99,,,BP56535,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,100,j,,BP56324,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-09-2021,Koolmees,100,j,,BP56452,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,101,j,,BP56047,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-09-2021,Koolmees,101,j,,BP56135,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,102,j,,BL92985,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-09-2021,Koolmees,102,j,,BP56300,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,103,,,BP56500,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-09-2021,Koolmees,103,,,BP56545,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,104,j,,BL92916,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,105,j,,BL92992,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,106,,,BP56549,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Pimpelmees,107,,,BP56552,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
12-09-2021,Zwartkop,192,,,BP56479,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,193,,,BP56481,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,194,,,BP56482,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,195,,,BP56483,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,196,,,BP56484,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,197,,,BP56485,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,198,,,BP56488,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,199,,,BP56490,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,200,,,BP56492,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,201,,,BP56495,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,202,,,BP56496,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,203,,,BP56497,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,204,,,BP56499,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,205,,,BP56551,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
12-09-2021,Zwartkop,206,,,BP56501,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,207,,,BP56502,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,208,,,BP56503,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,209,,,BP56504,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,210,,,BP56505,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,211,,,BP56506,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,212,,,BP56507,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,213,,,BP56508,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,214,,,BP56509,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,215,,,BP56510,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,216,,,BP56511,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,217,,,BP56512,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,218,,,BP56513,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,219,,,BP56514,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,220,,,BP56515,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,221,,,BP56516,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,222,,,BP56517,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,223,,,BP56518,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,224,,,BP56519,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,225,,,BP56520,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,226,,,BP56521,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,227,,,BP56522,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,228,,,BP56523,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,229,,,BP56524,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,230,,,BP56525,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,231,,,BP56526,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,232,,,BP56527,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,233,,,BP56528,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
12-09-2021,Zwartkop,234,,,BP56529,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,235,,,BP56530,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,236,,,BP56531,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,237,,,BP56532,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,238,,,BP56533,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,239,,,BP56534,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,240,,,BP56537,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,241,,,BP56538,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,242,,,BP56539,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,243,,,BP56540,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,244,,,BP56542,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,245,,,BP56543,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,246,,,BP56546,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,247,,,BP56547,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
12-09-2021,Zwartkop,248,,,BP56548,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
20-09-2021,Rietgors,1,,,BJ73829,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietgors,,
20-09-2021,Grote Bonte Specht,2,,,L477364,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
20-09-2021,Zanglijster,10,,,H376883,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zanglijster,,
20-09-2021,Putter,1,,,BJ73845,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Putter,,
20-09-2021,Staartmees,7,,,10100A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Staartmees,,
20-09-2021,Cetti's Zanger,1,j,,BJ72781,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Cetti's Zanger,,
20-09-2021,Roodborsttapuit,1,j,,BJ74159,NC/MO(A),"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborsttapuit,Roodborsttapuit,
20-09-2021,Rietgors,2,,,BJ73846,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietgors,,
20-09-2021,Grote Bonte Specht,3,j,,L477248,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
20-09-2021,Roodborsttapuit,2,j,,PR00078,NN/MO(A),"De Haar, Utrecht",Slagnet,Thijs ter Avest,,,Roodborsttapuit,Roodborsttapuit,
20-09-2021,Grote Bonte Specht,4,j,,L499304,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
20-09-2021,Roodborsttapuit,3,,,BJ73830,O(A)M/YG,"De Haar, Utrecht",Slagnet,Tijs van den Berg,,,,,
20-09-2021,Boomkruiper,6,j,,AKN793,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Boomkruiper,,
20-09-2021,Staartmees,8,j,,AND415,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Staartmees,,
20-09-2021,Zanglijster,11,j,,L499289,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Heggenmus,12,j,,BJ72760,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Zanglijster,12,j,,H376882,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Heggenmus,13,,,BJ73824,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Heggenmus,,
20-09-2021,Heggenmus,14,,,BJ73836,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Heggenmus,,
20-09-2021,Merel,17,j,,L477869,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Winterkoning,18,j,,AND428,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Merel,18,j,,L499291,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Merel,,
20-09-2021,Winterkoning,19,j,,AKN730,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Winterkoning,,
20-09-2021,Merel,19,j,,L499283,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Merel,,
20-09-2021,Winterkoning,20,j,,AJX566,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Winterkoning,21,,,AND435,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Kleine Karekiet,26,,,BJ73808,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
20-09-2021,Kleine Karekiet,27,,,BJ73819,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
20-09-2021,Kleine Karekiet,28,,,BJ73825,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
20-09-2021,Tjiftjaf,29,j,,AKN802,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Kleine Karekiet,29,,,BJ73832,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,30,j,,AKN794,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Vink,31,j,,V836289,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,31,j,,AND407,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Tjiftjaf,32,j,,AKN788,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Vink,32,,,V937370,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,33,j,,AKN131,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Vink,33,,,V937371,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Vink,34,,,V937372,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,34,,,10082A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Vink,35,,,V937373,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,35,,,10083A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Vink,36,,,V937374,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,36,,,10084A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Vink,37,,,V937375,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,37,,,10085A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Vink,38,,,V937376,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,38,,,10086A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Tjiftjaf,39,,,10087A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Tjiftjaf,40,,,10088A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Tjiftjaf,41,,,10089A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
20-09-2021,Tjiftjaf,42,,,10090A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,43,,,10091A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,44,,,10092A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,45,,,10093A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,46,,,10094A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,47,,,10095A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Roodborst,48,,,BJ73811,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,48,,,10096A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Roodborst,49,,,BJ73821,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
20-09-2021,Tjiftjaf,49,,,10097A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Roodborst,50,,,BJ73822,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
20-09-2021,Tjiftjaf,50,,,10098A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Roodborst,51,,,BJ73823,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
20-09-2021,Tjiftjaf,51,,,10099A,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Roodborst,52,,,BJ73834,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,52,,,AND436,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Roodborst,53,,,BJ73842,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
20-09-2021,Tjiftjaf,53,,,AND437,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,54,,,AND438,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Tjiftjaf,55,,,AND439,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,104,j,,BJ72854,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,105,j,,BJ72745,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,106,j,,BG32551,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Koolmees,107,j,,BG33664,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Koolmees,108,j,,BJ74186,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Pimpelmees,108,j,,BJ72629,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,109,j,,BJ73769,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Pimpelmees,109,,,BJ73831,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,110,,,BJ73827,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
